"","x"
"337",0.0346833333333333
"338",0.127787270341207
"339",0.0028
"340",5e-04
"341",0.00601026964398568
"342",0.0239833333333333
"343",0.0610666666666667
"344",6.00600600600601e-06
"345",0.00175932000834149
"346",0.00253333333333333
"347",0.00324166666666667
"348",0
"349",0.0124029821073559
"350",0.00166666666666667
"351",0.00233333333333333
"352",0.0196666666666667
"353",0.00470777202072539
"354",0
"355",0.00185
"356",7.7720207253886e-06
"357",0
"358",0
"359",0
"360",2.5974025974026e-06
"361",0.000257772020725389
"362",0.003
"363",0.0044863154406892
"364",0.0019389128432866
"365",0.0013125
"366",0
"367",7.69230769230769e-06
"368",9.32000834148767e-06
"369",0.0113333333333333
"370",0
"371",7.7720207253886e-06
"372",0
"373",0.0393833333333333
"374",0
"375",0.00100777202072539
"376",3.36700336700337e-06
"377",0.0683821637426901
"378",0.0247893393393393
"379",0.624210714285714
"380",0.00510456151288446
"381",0
"382",0.0012
"383",0.00125
"384",0.13045
"385",0
"386",0.00025
"387",0.0466234848484848
"388",0.00671122040650836
"389",0
"390",5.31914893617021e-06
"391",7.69230769230769e-06
"392",0
"393",0
"394",0.0104411053540587
"395",0.00223333333333333
"396",8.72817955112219e-06
"397",0
"398",0
"399",4e-04
"400",0.00835371039607553
"401",0.0012
"402",8.72817955112219e-06
"403",0
"404",0.00614090909090909
"405",0
"406",0.001
"407",0.0046863154406892
"408",0.11925
"409",0
"410",2.98210735586481e-06
"411",0.000252597402597403
"412",0.00370088031012761
"413",0
"414",0.0025625
"415",0.001
"416",0
"417",0
"418",0.03787
"419",0
"420",0.0975666666666667
"421",7.7720207253886e-06
"422",0.001
"423",0.000207772020725389
"424",0.001625
"425",0
"426",0.00186666666666667
"427",0.0202333333333333
"428",0.000333333333333333
"429",7.7720207253886e-06
"430",0.000666666666666667
"431",0
"432",0.0268333333333333
"433",0
"434",0.0034
"435",0
"436",0.0344691886510702
"437",0
"438",0.731116666666667
"439",0
"440",0.00192267267267267
"441",0.238358333333333
"442",3.36700336700337e-06
"443",0.217271985815603
"444",2e-04
"445",0.00889166666666667
"446",0.00635901960784314
"447",0
"448",0
"449",3.36700336700337e-06
"450",0
"451",0.000333333333333333
"452",0.0146411053540587
"453",0
"454",0.000333333333333333
"455",3.36700336700337e-06
"456",0
"457",7.7720207253886e-06
"458",0.00125600600600601
"459",0.001
"460",0
"461",4.95049504950495e-06
"462",0.0175
"463",0.001003367003367
"464",0
"465",0
"466",0
"467",0.000336700336700337
"468",0.006
"469",0.0105
"470",0.07325
"471",0.00223333333333333
"472",8e-04
"473",0.00445
"474",0
"475",0.00725777202072539
"476",0
"477",0.00253670033670034
"478",0.00470872817955112
"479",0.0175903651115619
"480",0.001
"481",0.003003367003367
"482",0.0102255881126794
"483",0.00075
"484",0
"485",0
"486",0.00333333333333333
"487",0.0541818460947995
"488",3.36700336700337e-06
"489",0.0239833333333333
"490",0
"491",0.0208945537398417
"492",0.00277006802721088
"493",0.001
"494",0.0164166666666667
"495",0
"496",0.0115117904110154
"497",0
"498",0.006
"499",0.0340243859649123
"500",0.001
"501",1.54151961380877e-05
"502",0
"503",0
"504",0.00674444444444444
"505",0
"506",1.02696439856752e-05
"507",2.98210735586481e-06
"508",7.69230769230769e-06
"509",0.00776964877402253
"510",0.00333333333333333
"511",0.00220600600600601
"512",0.12475
"513",0
"514",0.001
"515",0
"516",0.000186271529888551
"517",0.00403333333333333
"518",0.000783333333333333
"519",0.003
"520",0.0160833333333333
"521",0.0224261904761905
"522",7.7720207253886e-06
"523",0.001
"524",0.0161166666666667
"525",7.69230769230769e-06
"526",0.0978892156862745
"527",0.06525
"528",0.712525394846218
"529",0
"530",0
"531",0
"532",0
"533",0
"534",0
"535",0.0232302641056423
"536",0.0127577720207254
"537",0.0027
"538",0
"539",0.00101928645518195
"540",0
"541",0
"542",0
"543",0.000666666666666667
"544",0.05775
"545",0
"546",0
"547",0.293151397580309
"548",0
"549",0
"550",0.00233333333333333
"551",0.00400932000834149
"552",0.0223143393393393
"553",7.7720207253886e-06
"554",0
"555",0.0285252525252525
"556",0.00025
"557",0
"558",0.003
"559",0.001
"560",0.0151744386873921
"561",0.005753367003367
"562",3.36700336700337e-06
"563",0.000333333333333333
"564",0.00134285714285714
"565",0.003
"566",0
"567",3.36700336700337e-06
"568",0.0173077720207254
"569",0.00600600600600601
"570",0
"571",5.31914893617021e-06
"572",0
"573",0
"574",9.32000834148767e-06
"575",0.00243933933933934
"576",0
"577",1.21198468123451e-05
"578",0.001
"579",0.0171437369330061
"580",0.00100531914893617
"581",0.000403367003367003
"582",0
"583",0.00901666666666667
"584",0
"585",0
"586",0
"587",0.00529118673647469
"588",0.0023386524822695
"589",5.31914893617021e-06
"590",0.00291666666666667
"591",0.235294531778229
"592",0.000757772020725389
"593",0.001
"594",2e-04
"595",0
"596",0.0715406862745098
"597",7.7720207253886e-06
"598",0
"599",0.00365
"600",3.36700336700337e-06
"601",4.95049504950495e-06
"602",7.7720207253886e-06
"603",0
"604",0.001003367003367
"605",0.0810166666666667
"606",0.0847666666666667
"607",0.0189333333333333
"608",0.00929110535405872
"609",0.00120777202072539
"610",0.00100531914893617
"611",0.00200777202072539
"612",0.00400777202072539
"613",0.146233333333333
"614",8.72817955112219e-06
"615",0.0107872703412074
"616",0.0178666666666667
"617",8.72817955112219e-06
"618",0.00510666666666667
"619",0
"620",0.00100769230769231
"621",0
"622",0.0964333333333334
"623",0.0026886524822695
"624",0.00045
"625",3.36700336700337e-06
"626",0.000216304347826087
"627",0.00164961008610431
"628",0
"629",0
"630",0.000336700336700337
"631",0
"632",9.32000834148767e-06
"633",0
"634",0.001003367003367
"635",0.000503367003367003
"636",0.001
"637",0
"638",0.000506349110722868
"639",0.00138333333333333
"640",7.7720207253886e-06
"641",0.00100777202072539
"642",0.00525531914893617
"643",0
"644",7e-04
"645",0.00805776255707762
"646",0.006153367003367
"647",0
"648",0.001
"649",0.000209320008341488
"650",0
"651",0.0083
"652",0.001
"653",0.00662334933973589
"654",0.0311833333333333
"655",0.91104010989011
"656",0.0015
"657",0.005
"658",7.69230769230769e-06
"659",0.00586666666666667
"660",0
"661",0
"662",0.00051
"663",0
"664",0
"665",0.00945777202072539
"666",0.000336700336700337
"667",0
"668",0
"669",0.02285
"670",0.00100777202072539
"671",3.36700336700337e-06
"672",0.597066666666667
"673",0.00206666666666667
"674",0.0297393393393393
"675",0.0042
"676",0.00100777202072539
"677",0
"678",7.7720207253886e-06
"679",0.00530298210735587
"680",0.00880777202072539
"681",0.00733333333333333
"682",0.156225394846218
"683",0
"684",0.0201541152263374
"685",0.001
"686",0
"687",0.00273333333333333
"688",0.00289261704681873
"689",0
"690",8e-04
"691",0.001253367003367
"692",0.00395
"693",0.247316666666667
"694",0.002
"695",0
"696",0.00532443868739206
"697",0.0089
"698",0.00773933933933934
"699",2.98210735586481e-06
"700",3.36700336700337e-06
"701",0.000333333333333333
"702",3.36700336700337e-06
"703",0
"704",0.004
"705",0.0345367346938775
"706",0.0207611111111111
"707",0
"708",0.0130077720207254
"709",0.0225333333333333
"710",3.36700336700337e-06
"711",9.32000834148767e-06
"712",0.001
"713",0.00633812421520332
"714",0.617516666666666
"715",0.000342061512884456
"716",0
"717",0.001
"718",0.00100872817955112
"719",0
"720",7.7720207253886e-06
"721",0.00125
"722",0.0409453815261044
"723",0
"724",3.36700336700337e-06
"725",0
"726",0.0173666666666667
"727",3.36700336700337e-06
"728",0.00623333333333333
"729",6.00600600600601e-06
"730",3.36700336700337e-06
"731",0.0017
"732",0.00568333333333333
"733",0.00075
"734",0.00838333333333333
"735",0.00125872817955112
"736",0.000733333333333333
"737",0.00200600600600601
"738",0
"739",0
"740",0.496866666666667
"741",0.003
"742",0.0397086375849534
"743",0.00150777202072539
"744",0
"745",0.00233595312184862
"746",0
"747",5.24209683873549e-05
"748",0
"749",0.00555
"750",0
"751",0.00517598667500815
"752",0.00525600600600601
"753",0.00753333333333333
"754",0
"755",0.00128921568627451
"756",5.31914893617021e-06
"757",3.36700336700337e-06
"758",0.000759320008341488
"759",0
"760",0.00300600600600601
"761",3.36700336700337e-06
"762",0.00607443868739206
"763",0.021553367003367
"764",0.00125
"765",0.00334118673647469
"766",0.000507772020725389
"767",0
"768",0.054369696969697
"769",7.5e-05
"770",0
"771",2e-04
"772",0.00125298210735587
"773",0
"774",0
"775",0.00025
"776",0
"777",0.0184899015959124
"778",0.00133333333333333
"779",0
"780",0.00136618673647469
"781",0.0916
"782",0.105985549798503
"783",0.0603217391304348
"784",3.36700336700337e-06
"785",8.33333333333333e-05
"786",3.36700336700337e-06
"787",0.386533333333333
"788",0.0153244386873921
"789",2e-04
"790",0.00186122040650836
"791",0
"792",0.00575777202072539
"793",0
"794",7.7720207253886e-06
"795",0
"796",0.0447166666666667
"797",8.72817955112219e-06
"798",0
"799",0.0772333333333333
"800",0.0261333333333333
"801",0.00410588235294118
"802",0.001
"803",7.7720207253886e-06
"804",0.0407947525709118
"805",0.0110833333333333
"806",0.0434355497985032
"807",5e-04
"808",0
"809",0.100838264070522
"810",0
"811",0
"812",0.000333333333333333
"813",0.02785
"814",0
"815",0
"816",0.00133333333333333
"817",0.000403367003367003
"818",0.0241744386873921
"819",0.00368075988513364
"820",0
"821",0
"822",0.716691105354059
"823",0.00100777202072539
"824",0.0012
"825",0.002
"826",0
"827",0.07675
"828",0.000403367003367003
"829",0.00975
"830",0.0848234046998753
"831",0.007
"832",0
"833",0.00286666666666667
"834",0.00825456151288446
"835",2e-04
"836",0
"837",0.968339743589743
"838",0.00334110535405872
"839",0.00315872817955112
"840",0
"841",0.1692
"842",0.0012
"843",0.00287254901960784
"844",0
"845",0.001
"846",1.36678344284442e-05
"847",0.00434118673647469
"848",0
"849",0.0012
"850",5.31914893617021e-06
"851",7.7720207253886e-06
"852",0.00906964877402253
"853",5.31914893617021e-06
"854",0.0153886524822695
"855",0
"856",0.00025
"857",0.00173333333333333
"858",0.0038
"859",0
"860",0.0025
"861",0
"862",0.00174110535405872
"863",0.001003367003367
"864",0.00613333333333333
"865",0
"866",0.00553333333333333
"867",0.00025
"868",0
"869",0
"870",0.664403174603174
"871",0.001
"872",0
"873",0.000156828261202019
"874",0
"875",0.000581994453034877
"876",0.000263667834428444
"877",3.36700336700337e-06
"878",0.928516666666667
"879",0
"880",0.00381250591687967
"881",9.32000834148767e-06
"882",7.7720207253886e-06
"883",0.0258166666666667
"884",0
"885",2e-04
"886",0.0120906862745098
"887",0.000333333333333333
"888",0.193166666666667
"889",0.002
"890",0.0291166666666667
"891",0.140157393483709
"892",0.00400932000834149
"893",2.98210735586481e-06
"894",0
"895",7e-04
"896",0.015774520069808
"897",7.7720207253886e-06
"898",0.0193825396825397
"899",0.0664154970760234
"900",5.31914893617021e-06
"901",0.46620641025641
"902",0.00170872817955112
"903",0.00585
"904",0
"905",0.00225
"906",0
"907",0.001
"908",0
"909",0
"910",0.001
"911",0
"912",0.000341105354058722
"913",0
"914",0.000607772020725389
"915",0.00234102564102564
"916",0.01455
"917",0.0145087281795511
"918",0.0291710526315789
"919",0
"920",0
"921",0
"922",0
"923",4.95049504950495e-06
"924",3.36700336700337e-06
"925",0
"926",0.0257077720207254
"927",0.0142779821073559
"928",0.00425
"929",0
"930",0.001
"931",0.001
"932",0.00225
"933",0.00180932000834149
"934",2.98210735586481e-06
"935",0.001
"936",3.36700336700337e-06
"937",0.0085
"938",0.0370066666666667
"939",0.00420777202072539
"940",0
"941",0.00154110535405872
"942",0.00233333333333333
"943",0.00631666666666667
"944",0.00804444444444445
"945",0.002
"946",0.00664110535405872
"947",0.20555
"948",0
"949",0.0179653651115619
"950",1.23456790123457e-05
"951",0.03775
"952",3.36700336700337e-06
"953",0.001
"954",0.0179518240810491
"955",0.001
"956",0.005003367003367
"957",0.0362333333333333
"958",0
"959",0.0012549504950495
"960",0.0662
"961",0.00166666666666667
"962",3.36700336700337e-06
"963",5e-04
"964",0.0210888888888889
"965",0
"966",0
"967",0.00819110535405872
"968",0.00333333333333333
"969",0.00100298210735587
"970",0.51575
"971",0.001003367003367
"972",0.00075
"973",0.001
"974",0.00586666666666667
"975",0.0024
"976",0
"977",0.001653367003367
"978",0.00690777202072539
"979",0
"980",7.69230769230769e-06
"981",0
"982",0.0022
"983",0
"984",0
"985",0
"986",0.003253367003367
"987",0.00100777202072539
"988",0
"989",0
"990",0.0224166666666667
"991",0.001003367003367
"992",0.0156666666666667
"993",0.0085
"994",0.0167666666666667
"995",0.00440970511384845
"996",0.001
"997",0.0039
"998",0.001
"999",0.00300298210735587
"1000",0
"1001",9.32000834148767e-06
"1002",0.0125543859649123
"1003",0.01525
"1004",0.00366666666666667
"1005",0.019
"1006",0
"1007",0.00998704372940886
"1008",0.003
"1009",0.00065
"1010",0.00120777202072539
"1011",0.0216666666666667
"1012",0.00508333333333333
"1013",2e-04
"1014",0
"1015",0.0716589225589225
"1016",0
"1017",2.85714285714286e-05
"1018",0.169763636363636
"1019",0
"1020",0.0016506862745098
"1021",0.0042
"1022",0.00444523809523809
"1023",3.36700336700337e-06
"1024",0
"1025",0.0036249699879952
"1026",0.111133333333333
"1027",0.001
"1028",0.00100777202072539
"1029",0.0035
"1030",7.7720207253886e-06
"1031",0
"1032",3.36700336700337e-06
"1033",0.00741666666666667
"1034",0.0161393393393393
"1035",0.00426179041101538
"1036",0.01165
"1037",8.72817955112219e-06
"1038",0.00635
"1039",0.00767777777777778
"1040",0
"1041",0
"1042",0.0463568181818182
"1043",0
"1044",0.00101234567901235
"1045",0.00101928645518195
"1046",0.00575
"1047",0.001003367003367
"1048",0.182916666666667
"1049",2e-04
"1050",0
"1051",5.24209683873549e-05
"1052",0.0216726726726727
"1053",0.00555
"1054",0
"1055",0.056007304011241
"1056",0.00423333333333333
"1057",0.00025
"1058",7.7720207253886e-06
"1059",0.00450298210735586
"1060",0.0022
"1061",1.36678344284442e-05
"1062",2.98210735586481e-06
"1063",0.00720872817955112
"1064",0
"1065",2.98210735586481e-06
"1066",2e-04
"1067",0.00100777202072539
"1068",0.00117028985507246
"1069",0.00925
"1070",0.0115363154406892
"1071",0.0052
"1072",5.31914893617021e-06
"1073",0.00206666666666667
"1074",5.31914893617021e-06
"1075",0.00540777202072539
"1076",0
"1077",0.00228333333333333
"1078",3.36700336700337e-06
"1079",0
"1080",0
"1081",0
"1082",0
"1083",5.31914893617021e-06
"1084",0.008
"1085",0.00416666666666667
"1086",0.002
"1087",0.0016
"1088",0.731543709864533
"1089",0
"1090",4e-04
"1091",7.7720207253886e-06
"1092",7.69230769230769e-06
"1093",0.0848166666666667
"1094",0.4783
"1095",0.0018363154406892
"1096",0
"1097",0.0138620481927711
"1098",0.0441770702663394
"1099",0.00100777202072539
"1100",0.001
"1101",0.001
"1102",0
"1103",0.00415
"1104",0.0328833333333333
"1105",1.21198468123451e-05
"1106",0
"1107",0.001
"1108",0.00345
"1109",0
"1110",7.7720207253886e-06
"1111",0.002003367003367
"1112",0.005
"1113",0.00133333333333333
"1114",0.00095
"1115",0
"1116",7.69230769230769e-06
"1117",4e-04
"1118",0
"1119",5e-04
"1120",0.0025
"1121",0
"1122",0.001003367003367
"1123",0
"1124",6e-04
"1125",0
"1126",0.00100777202072539
"1127",0
"1128",0.00500777202072539
"1129",0.00100872817955112
"1130",0
"1131",0.0156866972477064
"1132",0.0050656862745098
"1133",0.0588411053540587
"1134",0
"1135",7.69230769230769e-06
"1136",7.7720207253886e-06
"1137",0.00886473158748597
"1138",0.00155777202072539
"1139",0.00193201444496781
"1140",0.01965
"1141",0.00025
"1142",0
"1143",0.000743304843304843
"1144",0.00253333333333333
"1145",0.0199
"1146",0.00175
"1147",0.001
"1148",0
"1149",0
"1150",0.00905
"1151",0.00233333333333333
"1152",0
"1153",3.36700336700337e-06
"1154",7.7720207253886e-06
"1155",0.00100777202072539
"1156",0.00100600600600601
"1157",0
"1158",0.000675394846217789
"1159",0
"1160",0
"1161",0.0077
"1162",3.36700336700337e-06
"1163",0.0238651154982541
"1164",0.0365062358584487
"1165",0
"1166",0
"1167",0.120502380952381
"1168",0.0591957168555496
"1169",0
"1170",0.0402083333333333
"1171",0.002
"1172",0.000261790411015377
"1173",2e-04
"1174",0.0184833333333333
"1175",0.0085508029008029
"1176",0.0137041152263374
"1177",0.000333333333333333
"1178",0.0852166666666667
"1179",0
"1180",7.7720207253886e-06
"1181",2e-04
"1182",0.00377003367003367
"1183",0.00140769230769231
"1184",0
"1185",0.001
"1186",0.012956006006006
"1187",0.002
"1188",7.7720207253886e-06
"1189",0.0443666666666667
"1190",0.001
"1191",0.001003367003367
"1192",0.00258695652173913
"1193",0.0148166666666667
"1194",0
"1195",0.00025
"1196",0.00133333333333333
"1197",0
"1198",0.0185654970760234
"1199",0
"1200",0
"1201",0
"1202",0.00200777202072539
"1203",0.0485892156862745
"1204",0.0025
"1205",0.00993933933933934
"1206",6.00600600600601e-06
"1207",0.00493333333333333
"1208",0.00178184609479946
"1209",0.00472927689594356
"1210",3.36700336700337e-06
"1211",6.00600600600601e-06
"1212",0.00352011769973773
"1213",0.016203367003367
"1214",0
"1215",0.0180833333333333
"1216",3.36700336700337e-06
"1217",0
"1218",5e-04
"1219",0
"1220",0.000252597402597403
"1221",0.0126437369330061
"1222",0.0012
"1223",3.36700336700337e-06
"1224",0
"1225",0.002
"1226",3.36700336700337e-06
"1227",0.00941409321846698
"1228",7.7720207253886e-06
"1229",0.001
"1230",1.06744150481725e-05
"1231",0
"1232",0.00125
"1233",0
"1234",1.92864551819518e-05
"1235",0
"1236",0
"1237",0
"1238",3.36700336700337e-06
"1239",0
"1240",0
"1241",3.36700336700337e-06
"1242",0.0091
"1243",0
"1244",0
"1245",0
"1246",2e-04
"1247",0.0035
"1248",3.36700336700337e-06
"1249",0.0626344827586207
"1250",0.001
"1251",0.00200531914893617
"1252",0.0124580522342115
"1253",7.7720207253886e-06
"1254",0.049205901830931
"1255",0
"1256",0
"1257",7.7720207253886e-06
"1258",0.0212
"1259",0.0067
"1260",0.00234110535405872
"1261",0.00692452006980803
"1262",0.00578333333333333
"1263",0
"1264",0
"1265",0
"1266",0.0138431547619048
"1267",7.7720207253886e-06
"1268",0
"1269",0.0675437369330061
"1270",0
"1271",0.000503367003367003
"1272",0.00400932000834149
"1273",3.36700336700337e-06
"1274",0.00834512374434871
"1275",0.001
"1276",3.36700336700337e-06
"1277",0.06025
"1278",0.001
"1279",0.000407772020725389
"1280",0.0815650593878605
"1281",0
"1282",0
"1283",0
"1284",0.000666666666666667
"1285",0
"1286",0.0530714285714286
"1287",6.00600600600601e-06
"1288",8.72817955112219e-06
"1289",3.36700336700337e-06
"1290",0
"1291",0
"1292",0.00025
"1293",0.01185
"1294",0.00102637178051512
"1295",0.0106444444444444
"1296",0.0478038461538462
"1297",0.043679012345679
"1298",0.00834118673647469
"1299",8.72817955112219e-06
"1300",0.000674438687392055
"1301",2e-04
"1302",0.0150077720207254
"1303",0.012
"1304",3.36700336700337e-06
"1305",0
"1306",0
"1307",0.132866666666667
"1308",0
"1309",9.32000834148767e-06
"1310",0
"1311",7.7720207253886e-06
"1312",0.002
"1313",0.0313769363106523
"1314",0.0496083333333333
"1315",0
"1316",7.69230769230769e-06
"1317",0
"1318",0.003503367003367
"1319",0.0204196487740225
"1320",0
"1321",0.018129900872266
"1322",0.00581204819277108
"1323",0.0015
"1324",0.006
"1325",0
"1326",0.00215
"1327",0.0225261286332715
"1328",0
"1329",0.0447604035996728
"1330",0.0256801567509797
"1331",0
"1332",0.00648744855967078
"1333",0.00100777202072539
"1334",0
"1335",0.0158367003367003
"1336",0
"1337",0
"1338",1.36678344284442e-05
"1339",0.00977443868739206
"1340",0.0448947525709118
"1341",0
"1342",7.7720207253886e-06
"1343",0.001003367003367
"1344",0.001
"1345",0.00226666666666667
"1346",0
"1347",0.608386904761905
"1348",3.36700336700337e-06
"1349",0
"1350",0
"1351",8e-04
"1352",7.69230769230769e-06
"1353",0.00100777202072539
"1354",0.007003367003367
"1355",0
"1356",0
"1357",2e-04
"1358",0.0706381011143305
"1359",0.0533
"1360",0.0598689655172414
"1361",0.00125
"1362",0.0054
"1363",0.01845
"1364",6.00600600600601e-06
"1365",0.00167003367003367
"1366",3.36700336700337e-06
"1367",0.00116666666666667
"1368",0
"1369",0.00453571428571429
"1370",0.001
"1371",0.0012
"1372",0.0587635648961571
"1373",0
"1374",0
"1375",0
"1376",0.00376666666666667
"1377",5.31914893617021e-06
"1378",5.31914893617021e-06
"1379",0.00900246124627862
"1380",0.00361666666666667
"1381",0.00100777202072539
"1382",0.00504110535405872
"1383",0.00405039484621779
"1384",0
"1385",0.00100588235294118
"1386",0.0522095238095238
"1387",0.00324110535405872
"1388",0.001
"1389",5e-04
"1390",0.001
"1391",0.00401532778636821
"1392",0.0187911053540587
"1393",0.002003367003367
"1394",0.0931787414965987
"1395",0.00103571428571429
"1396",0
"1397",0.980466666666667
"1398",0.002
"1399",0
"1400",0.003
"1401",0.00125
"1402",0.00399462561544856
"1403",0.00905777202072539
"1404",0.001003367003367
"1405",0.00103122040650836
"1406",3.36700336700337e-06
"1407",0
"1408",0.00025
"1409",0.00944110535405872
"1410",0.00334567901234568
"1411",0.00465932000834149
"1412",6.34911072286818e-06
"1413",0.127266666666667
"1414",0
